CustomerNumber,CustomerName,StreetName,City,State,ZIP,Country,,,,,,,,,
1002094,GUDE'S BAKERY & DELI,307 W POLK ST,BURNET,TX,78611-2435,USA,,,,,,,,,
1002095,TASTY BAKERY INC,416 RARITAN AVE,HIGHLAND PARK,NJ,08904-2740,USA,,,,,,,,,
1002096,SPUDNUT BAKE SHOP,2321 OVERLOOK DR,KANSAS,OK,74347-7600,USA,,,,,,,,,
1002097,PANADERIA SAN MIGUEL,367 W ILLINOIS AVE,AURORA,IL,60506-3039,USA,,,,,,,,,
1002099,LA MEXICANA,738 PILOT BUTTE AVE,ROCK SPRINGS,WY,82901-5346,USA,,,,,,,,,
1002103,MRS FIELDS COOKIES 5,72840 HIGHWAY 111,PALM DESERT,CA,92260-3337,USA,,,,,,,,,
1002105,COLLECTIONS RICO PAN,3717 MISSION ST,SAN FRANCISCO,CA,94110-5829,USA,,,,,,,,,
1002107,BRUBAKERS BAKERY & C,446 N HIGLEY RD,MESA,AZ,85205-7307,USA,,,,,,,,,
1002108,RC DONUTS,700 W SPRING CREEK PKWY,PLANO,TX,75023-4623,USA,,,,,,,,,
1002109,CASA POTIN,3984 PALM AVE,HIALEAH,FL,33012-4422,USA,,,,,,,,,
1002112,PACOLO'S CHURROS,13619 NORTHPOINTE RIDGE LN,CYPRESS,TX,77429-4468,USA,,,,,,,,,
1002113,DONUT LAND,1246 N NORTHWEST LOOP 323,TYLER,TX,75702-3619,USA,,,,,,,,,
1002114,LOUANNA'S BAKE SHOP,1429 GRATIOT AVE,DETROIT,MI,48207-2745,USA,,,,,,,,,
1002116,POPULAR DONUT,106 HALL RD,SEAGOVILLE,TX,75159-2916,USA,,,,,,,,,
1002119,TODAY'S TEMPTATIONS,1900 N AUSTIN AVE,CHICAGO,IL,60639-5078,USA,,,,,,,,,
1002120,MRS CAMP'S BAKERY,4005 34TH ST,LUBBOCK,TX,79410-2637,USA,,,,,,,,,
1002121,MR DONUT & KOLACHE,21020 HIGHLAND KNOLLS DR,KATY,TX,77450-1561,USA,,,,,,,,,
1002124,MEDFORD BAKERY,350 OSCAR BANKS WAY,WAYNESVILLE,NC,28786-6393,USA,,,,,,,,,
1002125,PARADISE DONUT,326 S 32ND ST,MUSKOGEE,OK,74401-5005,USA,,,,,,,,,
1002126,BAGEL WORKS LLC,520 WYATT DR,STEAMBOAT SPRINGS,CO,80487-3089,USA,,,,,,,,,
1002127,COLLECTIONS FANCY DO,1067 C ST,GALT,CA,95632-1759,USA,,,,,,,,,
1002128,COLLECTIONS MRS CALL,468 N MAIN ST,HEBER CITY,UT,84032-1440,USA,,,,,,,,,
